displacement,horsepower,weight,cylinders,modelYear,drivetrain,transmission,mpg
1.5,161,3006,4,1985,2,0,40.7
3.1,301,2848,8,1987,0,1,28.1
1.4,123,2303,4,1987,2,0,46.9
1.5,146,2838,3,1974,3,1,38.7
2.3,238,2685,6,2016,3,0,40.9
3.5,331,3489,8,1983,0,2,24.1
2.9,196,3456,6,1975,0,2,29.7
1.5,147,2286,4,1981,1,0,43.1
1.3,171,2017,4,2018,3,1,52.5
1.1,162,2842,3,1996,2,0,43.9
4.8,465,3686,12,2021,3,2,16.7
1.8,145,2486,4,1991,1,1,45.3
1.6,121,2744,3,1978,2,2,41.8
4.9,417,3810,12,1990,2,0,11.4
1.4,98,2746,3,1980,3,2,45.3
1.6,192,2855,4,1987,1,2,40.9
1.8,160,2507,4,1990,1,2,43.5
1.9,113,3005,4,2023,3,2,47
1.1,120,2296,3,1992,0,2,48.1
1.7,124,3064,4,1970,0,0,38.7
1.8,172,2412,4,1985,3,0,40.7
1.9,187,2290,4,1990,1,1,43.4
1.3,136,2280,3,1991,1,0,49
1.5,153,2280,4,2022,2,0,52.2
1.7,113,2132,4,1989,2,0,46.6
3.7,308,3002,8,1988,0,2,28.5
1.8,172,2791,4,1977,3,2,37.1
1.4,183,2876,4,1974,1,2,39.4
4.1,400,3595,10,2000,2,0,18.4
3.1,271,2886,8,2007,3,2,34.7
1.8,151,2605,4,2017,1,2,50
1.4,139,2582,4,2001,1,0,47.8
3.8,368,3139,10,2024,3,0,29
1.7,133,2504,4,1980,1,2,42.7
1.6,106,3038,3,2010,0,1,48.9
2.7,203,2716,6,2011,3,2,39.4
2.2,197,2328,6,2009,1,2,45.5
4,328,3212,10,2023,0,1,28.1
1.5,179,2676,4,1978,3,1,39.9
2.1,266,2543,6,2019,2,1,42.8
1.2,141,2565,3,1989,2,1,44.1
3.6,336,3656,8,2006,2,2,24.9
1.9,187,2221,4,2010,0,0,49.2
1.5,115,2944,3,1980,1,0,42.9
2.8,252,3007,6,2022,2,2,40
2.3,246,2299,6,1978,0,1,37.2
3.4,281,2648,8,1996,0,1,33
3.7,309,2919,8,2000,3,0,27.8
2.9,238,2997,6,1995,1,2,34.2
3.5,282,3063,8,2022,2,0,33.5
3.6,251,3476,8,1997,2,0,29.4
5.1,462,3249,12,1983,3,1,10.4
4.8,399,3179,12,1971,3,1,14.1
2.1,123,2918,4,1982,1,0,39.6
4.4,346,3005,10,1994,0,1,23.2
2.5,210,2819,6,1977,0,1,33.5
1.5,188,2945,4,1975,2,1,36.4
4.3,377,3722,10,1980,2,0,14.8
1.5,128,2868,4,1997,1,1,44
2.7,231,2465,6,2003,1,1,38.2
3.7,296,2973,8,1996,3,0,27.6
2.5,182,3291,6,1978,2,1,31.9
3.1,319,3026,8,1990,0,1,27.8
1.7,198,2944,4,1985,0,0,37.7
1.7,88,2117,3,1972,3,1,46.1
2.5,212,2414,6,1981,1,0,35.7
2.5,228,2949,6,2015,3,2,37.9
3.1,273,3400,8,2007,2,2,31.7
2,162,2985,4,1976,0,1,38.6
2.8,218,2454,6,2016,3,0,42.7
2.5,252,2353,6,2013,3,2,41.6
2.2,203,3202,6,1991,0,1,35.1
3.1,294,3310,8,1988,0,0,27.3
3.5,273,3184,8,1977,0,2,26.7
1,160,2886,3,1970,2,0,39.4
4.7,391,3205,12,2015,1,0,22.8
1.4,144,2963,4,1996,2,1,44.7
2.9,293,3356,8,1978,2,2,26
2.1,130,2327,4,1977,2,0,42.5
1.8,183,2820,4,1976,0,2,37.6
3.8,382,2814,10,1979,1,0,21
3,339,3477,8,1998,0,1,26.8
2.3,268,2424,6,1978,2,1,33.4
3.3,278,3442,8,1990,3,0,26
3.4,265,3568,8,1994,3,2,28.1
1.3,125,2366,3,1994,2,0,47.2
2.7,236,2766,6,2002,1,0,36.2
1.4,124,2168,4,1998,2,1,50.5
1.7,126,3098,3,1991,3,2,43.2
3.5,321,2855,8,1985,3,0,25.5
3.3,290,2843,8,2011,3,0,32.7
1.4,170,2191,4,1982,2,0,44.5
1.8,163,2308,4,1985,3,2,42.5
1.6,178,2776,4,1980,1,2,40.1
1.7,116,2874,4,2007,3,2,47.8
2.4,239,3298,6,2019,3,0,37.5
3.2,333,2764,8,2015,2,0,34.1
4.4,351,3479,10,2010,3,1,22.4
4.3,395,3378,10,2022,0,1,23.9
1.3,145,2913,4,2017,0,2,47.2
1.5,159,2649,3,1978,1,2,41.7
2.1,213,2423,6,1984,2,2,38.6
3.4,281,3410,8,2009,1,2,32.3
1.4,198,2191,4,1987,2,2,44.9
1.2,124,1989,3,2021,1,2,55.5
2.6,191,2560,6,1988,2,1,38.3
1.7,139,2193,4,2008,3,1,50.3
2.1,201,2980,6,1996,3,0,38
1.6,81,2660,3,2003,1,2,49.5
3.1,300,3367,8,2024,2,1,31.6
3,293,2713,8,2009,3,0,33.9
2.6,250,2717,6,1971,2,2,31.8
3.5,301,3626,8,1988,3,0,24.2
3.5,280,3272,8,1984,2,0,27
2.2,214,2462,6,2005,0,0,42.6
2,155,2679,4,1974,2,0,37.6
1.2,100,2666,3,1970,0,1,44.8
1.8,188,2805,4,2003,1,1,44.9
2.4,250,2346,6,1993,0,1,37.5
3.5,313,3171,8,1973,2,1,22.9
5.1,476,4039,12,2006,0,1,12.1
1.4,164,2060,4,1981,1,1,44.7
2.4,195,3278,6,1991,0,2,34.5
4.5,409,3191,12,2008,2,2,20.4
1.2,82,2914,3,1990,0,2,45.9
1.5,159,2310,4,2021,2,0,51.3
3.2,312,3332,8,2014,3,2,29.6
4.4,340,3473,10,2020,2,0,24.7
2,144,2975,4,1986,0,2,40
3.1,276,3109,8,2023,3,0,35.5
4.7,423,3602,12,1996,1,0,15.1
1,153,2212,3,1983,2,1,46.7
2.6,263,3184,6,1991,0,1,32.9
4.9,468,3957,12,2009,2,2,14.6
2,128,2866,4,2010,1,0,46.1
1.9,180,2828,4,1979,0,2,41
1.8,194,2981,4,2003,2,2,41.5
3.4,319,2902,8,1995,1,1,29.5
1.4,113,2660,4,2011,1,2,49.2
2.3,213,3216,6,1973,3,0,30.2
2,180,3155,4,1971,2,1,36.3
4,387,2825,10,1992,0,2,25
1.2,143,2714,3,1995,1,0,45.3
2.1,200,2380,6,2018,2,1,44.4
2,196,2801,4,1978,0,0,36.4
1.9,199,2444,4,2016,3,1,47.5
2.1,133,2363,4,2006,2,0,45.6
1.3,152,2193,4,2022,1,2,54.4
1.5,77,2313,3,1986,3,0,48.3
2.4,251,3251,6,1980,1,0,31.3
1.8,121,2992,4,1986,0,2,41.7
2.2,227,2337,6,2003,1,1,41.6
1.5,130,2846,4,1971,1,0,40.2
2.7,225,2474,6,1989,2,2,35.7
4.1,339,3611,10,2019,3,1,23.7
3,322,3156,8,2023,2,0,31.4
3.4,330,2748,8,2019,0,1,34.9
2.2,220,3051,6,1974,2,1,33
1.8,128,2244,4,1977,0,2,44
2.4,208,2790,6,1988,3,0,34.8
3.2,306,2874,8,1996,3,0,29.2
3.7,315,2711,8,1970,3,1,23.3
1.3,199,2910,4,1985,1,1,41.1
4.5,405,3355,12,1986,2,1,16.5
1.5,194,2546,4,2000,3,0,42.6
1.8,195,2337,4,1974,2,0,38.3
5.3,450,3948,12,2006,1,0,13.6
3,329,3016,8,2010,1,2,31.9
5,452,3480,12,1971,2,2,9
4.2,390,3028,10,1974,1,2,20.2
1.4,173,2143,4,2001,3,2,48.1
3.9,389,2953,10,2024,2,2,28.2
1.4,120,2416,4,1970,2,0,43.8
2.1,235,2938,6,2022,1,2,42.6
4.6,472,3390,12,1975,1,0,12
3.2,287,2865,8,2019,3,1,33.2
3.5,302,3113,8,1999,2,2,29.9
1.8,180,2353,4,1973,1,0,40.4
3.6,268,3142,8,2010,0,0,33.5
1,121,2540,3,1990,1,1,47.8
1.8,137,2903,4,1997,1,2,43.3
2.7,228,2728,6,1995,0,0,36.8
1.6,164,2753,4,1982,3,2,40.6
1.6,157,2207,4,1992,3,1,46
4.3,371,2954,10,2003,2,0,24.5
4.2,339,3790,10,2009,1,1,23.8
2.2,202,2508,6,1974,1,0,35.6
4.4,350,3449,10,1987,0,1,20.2
2.7,224,2911,6,1998,0,0,36.5
3.2,324,3188,8,1985,0,1,26.5
1.6,126,2885,4,2002,2,0,43.7
2.4,223,2808,6,2012,2,2,41.9
3.6,260,3655,8,2019,1,2,30.6
1.4,84,2614,3,1999,3,0,47.9
1.6,184,2239,4,1984,2,0,42
5.2,429,3164,12,2011,0,0,17.9
1.2,98,2420,3,2006,0,1,53
2.7,226,2492,6,2009,2,1,41.6
1.9,142,2673,4,2011,0,0,47.6
3.5,255,2817,8,1979,0,0,29.3
1.7,198,2365,4,2020,3,0,47.3
3.4,258,2981,8,2001,0,2,33.6
3,304,3410,8,1987,1,2,25.5
3.3,265,2972,8,1987,0,0,29
4.3,339,3356,10,1985,0,1,19.2
4.4,334,3888,10,1988,3,1,18.6
3.4,289,2757,8,2003,0,1,31.6
1.7,171,2219,4,1975,0,0,42.3
1.6,114,2163,4,2010,2,1,52.9
1.8,120,3018,4,1988,3,1,41.9
2,171,3148,4,1993,3,2,38.1
1.4,133,2894,4,1981,2,2,43.2
1.5,153,2086,4,1978,3,0,44.8
1.6,133,2696,3,1987,2,0,44.3
2,146,3092,4,1985,1,1,41.4
3.3,332,2621,8,1979,1,0,25.5
4.4,382,3524,10,1985,1,0,17.7
1.3,135,2676,4,1998,2,1,45.1
2.3,223,2968,6,1994,3,1,35.3
1.7,199,2464,4,1995,0,2,44.6
2.9,191,2695,6,2007,2,1,39.9
2,147,2712,4,2009,1,2,46.7
1.1,79,2119,3,1991,3,1,49.1
1.9,176,2824,4,1996,0,0,42.2
3.5,279,3150,8,1974,2,2,24.3
1.3,195,2238,4,2023,3,2,49.9
3.2,328,3300,8,2003,0,0,28.8
4.5,361,3733,10,1982,1,1,18.6
1.5,127,2966,3,2006,3,1,45.5
1.9,136,3160,4,2001,3,2,43.3
2,180,2550,4,1976,3,0,38.5
2.3,256,3114,6,2023,1,1,41.6
2.3,200,2406,6,1979,2,1,36
3.6,333,3021,8,2002,0,1,29
1.6,110,2105,4,2019,3,0,54
1.4,184,2533,4,1997,2,2,45.1
3.2,298,2707,8,1984,1,0,28.9
4,361,3341,10,1990,0,1,23.3
1.7,198,2865,4,2006,2,0,43
1.6,134,2670,4,1973,2,2,41.8
1.9,197,2519,4,1982,2,2,39.3
1,134,2512,3,1981,2,0,46
2.4,236,2718,6,2005,1,0,38.4
2.4,269,3001,6,2006,0,1,35.2
3.1,321,3223,8,1983,1,0,24.4
1.6,125,3018,4,2013,2,1,45.3
1.3,146,2551,4,2014,1,2,49.8
3.5,273,3542,8,1996,1,2,29.6
3.4,325,3194,8,1990,3,2,25
1.2,150,2482,3,1997,2,2,46.6
1.6,158,2514,4,2005,1,2,48.8
1,156,2106,3,2001,3,2,48.8
1.2,111,2945,3,1975,3,1,43.4
3.6,332,3639,8,1988,0,2,22.6
1.4,160,3002,3,2019,0,1,46.9
2.7,228,3365,6,1973,2,1,28.9
1.5,135,2757,4,1987,3,0,43.3
3.2,309,3222,8,1997,1,1,28.2
1.4,195,2485,4,1985,1,0,42.6
3,278,2907,8,2014,1,0,35.5
3.9,330,3706,10,1972,1,0,18.1
3.4,318,2786,8,2015,0,1,34.6
5.3,425,3714,12,1988,3,2,12.1
3.4,304,2645,8,2023,0,0,36.8
4.1,400,3122,10,2013,2,0,24.2
4.8,394,3910,12,1991,0,1,12.7
1.9,182,3149,4,2020,0,1,43.7
2.6,246,3259,6,1975,3,2,30.8
1.4,189,2898,4,1999,3,1,41.7
2.2,243,2852,6,1990,2,0,34.2
1.8,184,2395,4,1977,2,1,42.2
2.8,270,3278,6,1995,2,0,31.8
1.3,162,2308,4,1998,2,0,47.7
1,161,2283,3,2004,1,1,49.1
2,182,2545,4,2024,3,2,49.5
5.1,437,4095,12,1990,2,1,11.6
1.4,183,2649,4,1987,1,1,43.9
1,137,2288,3,1993,2,2,47.7
2.5,209,2993,6,1999,2,1,37.1
4.1,401,3530,10,2000,2,1,20.7
1.4,146,2567,4,1978,1,2,43.9
3.4,275,3436,8,2012,2,1,29.4
2.1,130,2761,4,1998,1,0,45.2
4.3,346,3295,10,1974,0,2,19.7
1.5,140,2905,4,1983,1,0,40.7
2,111,2269,4,2015,1,2,50.4
1.8,111,3014,4,1990,0,1,44.2
4.3,386,3117,10,2017,2,0,23.5
1.1,134,2876,3,2006,0,0,47.5
2.9,267,2943,8,1976,2,2,28.9
3.2,264,2768,8,1977,2,0,28.2
3.9,343,3039,10,2005,3,1,27.4
5.2,425,4130,12,1980,3,1,9.6
1.8,167,2705,4,2018,3,0,46.6
3.3,255,2811,8,1991,1,1,31.9
1.3,199,2381,4,2003,2,2,45
2.3,236,2842,6,1978,1,2,35.3
4.9,428,3250,12,1976,0,2,13.3
4.8,412,3629,12,2002,0,1,17.5
2.3,193,2939,6,2024,1,1,44.8
1.4,111,2808,4,2005,2,1,45.8
2.7,242,2791,6,1985,1,0,32.3
1.6,176,2411,4,2011,1,0,48.4
3.1,257,3323,8,2021,0,0,35.6
4.8,478,3352,12,2001,2,2,15.8
3.5,306,3020,8,1977,1,1,26.2
3.6,301,3596,8,1970,2,0,20.1
3.1,320,3357,8,1978,3,0,21.9
1.7,177,2868,4,2002,1,2,44.8
5.3,468,4061,12,1975,1,2,9
4,335,2871,10,1993,2,2,26.3
2.5,212,2685,6,2021,0,0,42.5
4.8,449,3321,12,2011,1,2,19.4
2.7,255,2417,6,2008,3,1,38.8
1.9,146,2193,4,1988,0,1,46.4
2.5,189,2936,6,2018,0,1,42.1
3.5,313,2898,8,2014,1,2,33
1.8,165,2457,4,1975,2,2,41.8
1.7,170,2665,4,1970,2,2,38.4
3.2,300,3484,8,1973,1,1,23.9
1.7,118,2835,4,1973,0,2,42.5
2.6,259,2799,6,2007,2,1,37.7
2.7,195,3384,6,2018,1,1,38.8
2.5,260,3018,6,1986,2,2,32.8
1.6,181,2090,4,1990,3,0,43.2
1.7,140,2227,4,1994,0,0,47.6
2.8,200,3191,6,2021,3,1,40.5
1.4,134,2464,3,2020,2,0,50.6
1.4,102,2964,3,2007,0,0,47.8
3.9,350,3211,10,2018,1,1,28.4
1.6,193,2297,4,2005,1,0,44.7
2.7,253,2587,6,2011,2,2,41.1
2.4,180,2512,6,2019,0,2,47
1.9,161,3083,4,1999,0,1,42.6
4.3,383,3017,10,1984,3,2,21.5
1.4,155,2675,4,1976,2,0,41.9
3.6,288,3165,8,2004,3,0,29.4
2.1,187,2235,6,2000,1,1,44.8
1.3,139,2239,4,1980,3,1,45.5
1.4,121,2087,4,2007,1,0,52
2,142,2646,4,1974,2,2,39.1
3.1,269,3196,8,2003,1,0,32.8
2.8,258,3018,6,1991,0,1,34
1.9,153,2818,4,1994,3,0,41.9
1,93,2198,3,1979,3,2,49.4
3.2,299,2956,8,2007,1,1,33.4
1.7,198,2555,4,1985,2,1,42
2,184,2933,4,2012,1,1,43.2
1.6,178,2362,4,2000,1,1,45.5
1.5,167,2248,4,1979,1,2,43.8
2.5,206,2990,6,1972,2,1,31
1.6,149,2220,4,2022,1,1,53.6
5,442,3304,12,2020,0,1,20.6
1.7,125,2489,3,1994,3,1,45.9
1.3,85,2350,3,2004,0,2,51
1.4,127,2457,4,1972,0,1,43.9
2.9,217,3183,6,1994,0,2,36.5
1.8,197,3052,4,2021,0,0,46.3
2.1,255,2681,6,2024,3,0,43.3
3.1,252,3023,8,1987,1,2,29.8
1.3,155,2813,4,1989,3,0,40.7
3.3,276,3477,8,1977,3,0,23
1.8,141,2251,4,1998,1,0,46.7
1.3,168,2264,4,1998,0,1,47.1
3.9,360,3119,10,2017,2,1,26.3
1.5,179,2879,4,1991,0,0,41.2
1.5,169,2840,4,2022,3,2,48.4
4.6,430,3187,12,1980,3,1,12.8
1.9,129,2346,4,2008,3,0,46.6
2.4,186,3027,6,1996,1,1,39.3
3.1,301,3443,8,2003,2,2,29.5
2.5,247,2763,6,2003,3,0,36.8
2,149,2939,4,2002,1,1,42.4
4.6,475,3310,12,1981,0,0,12.9
4.8,407,3730,12,1970,2,2,12
4.6,445,3609,12,1975,0,0,9.5
2.9,280,3417,8,1987,2,1,26.6
1.2,157,2276,3,1980,2,1,43.6
2.2,254,2838,6,1995,0,0,36.6
2,167,2248,4,1978,2,0,40.4
1.5,145,2177,4,1998,3,1,45.8
3.2,319,3386,8,2003,0,2,28.7
3,303,2561,8,2003,3,2,34
3.3,276,3558,8,2006,3,1,29.4
2.5,187,2922,6,1970,3,1,32.8
1.5,181,3025,4,2006,3,1,41.1
3.6,259,2851,8,1996,0,2,33.9
1.7,192,2659,4,1987,3,2,40.8
1.6,171,2386,4,2001,2,1,47
2,157,2957,4,1975,0,0,37.1
1.8,111,3014,4,2003,1,2,46.9
3.5,291,3165,8,2012,2,2,32
1.6,163,2647,4,1994,0,2,45.9
2.7,199,2549,6,2020,2,1,44.3
2.7,220,2613,6,1999,3,0,37.9
3.4,271,3165,8,1980,2,0,25.4
3.1,272,3514,8,1971,0,1,25.9
2,124,2600,4,2018,3,0,49.3
2.8,207,2764,6,2001,0,0,37.5
1.4,161,2511,4,1977,0,1,41.7
3.8,346,3323,10,1983,2,2,21.2
3.5,305,3546,8,2010,1,2,30.6
3.5,281,2765,8,2000,3,1,32.2
1.6,174,2636,4,1970,2,1,39.1
2.7,189,3306,6,2009,0,1,39
2.8,258,2938,6,1975,2,1,29.5
4.6,467,3732,12,1987,3,1,9
1.6,130,2880,4,2011,3,1,47.3
1.2,101,2828,3,2000,2,1,48.4
3,286,3216,8,1985,2,1,28.8
1.7,113,2889,4,1988,1,0,42.3
1.7,178,2312,4,1989,1,2,45.9
1.4,191,2236,4,2009,2,2,48.3
1.3,138,2474,4,1972,2,0,40.5
2.5,246,3024,6,2019,3,2,37.5
4.1,353,2858,10,1981,3,1,22.7
2.1,265,2695,6,2017,1,0,42.2
2.7,242,2606,6,1985,0,2,37.6
4.6,398,3338,12,1989,3,2,17.1
2,173,2941,4,2021,2,1,45.5
1.6,143,2211,4,1976,1,2,42.9
2.7,217,3363,6,1987,0,0,33.2
2.1,192,3129,4,1997,2,1,39.5
1.9,158,2320,4,1998,2,1,46.5
2,122,2525,4,1976,1,2,41.1
4.3,372,3801,10,1974,1,0,15.7
1.7,140,2194,4,1972,3,2,43.8
3.4,297,2830,8,1988,1,1,27.9
1.6,190,2600,4,1970,2,2,39.5
1.3,191,2466,4,1977,2,0,40.6
2.3,217,2897,6,2021,3,0,40.4
2.9,263,2796,6,2016,1,0,39.8
4.5,408,3617,12,1995,0,2,16.7
2.8,211,2552,6,2018,0,0,42
2.1,180,3192,4,2018,1,0,44.7
1.9,136,2398,4,2017,0,2,49.5
2.6,192,2868,6,2022,1,1,44.6
4.8,433,3960,12,1985,2,1,11.5
3.3,267,2872,8,2019,0,1,36.6
2.8,192,2966,6,2003,0,2,38.7
2,189,2539,4,2005,1,2,46.3
2.2,258,3162,6,1996,3,0,31.9
1.6,161,2212,4,2019,1,1,51.3
1.9,136,2791,4,2000,1,1,44.1
2.5,247,2940,6,1995,0,1,34.5
4.5,357,3844,10,1970,3,2,14.2
1.6,113,2451,4,1971,2,0,43.6
3.9,370,3592,10,2014,3,2,25.5
1.7,155,2990,4,1999,2,0,44
3.6,298,3169,8,1991,0,1,28.6
1.8,137,2213,4,1991,0,2,46.8
2.8,216,2647,6,2015,0,0,40.8
3,302,3322,8,2014,3,0,29.5
2.7,235,2436,6,2004,3,2,39.1
1,158,2282,3,1986,0,2,47.3
2.1,136,3096,4,2017,1,0,44.7
2,154,2971,4,1991,0,2,41.2
1.3,128,2712,4,2007,1,2,49.3
3.5,312,2855,8,2013,0,2,34.5
1.7,194,2231,4,2011,0,0,48.7
3.2,299,3391,8,1982,3,2,23.8
2.8,184,3056,6,2022,1,2,42.2
1.4,165,2020,4,1976,1,2,43.6
4.9,420,3821,12,2001,2,2,14.8
2,132,2296,4,2011,0,2,50.2
1.9,123,2628,4,2016,2,2,50.7
2.6,217,2409,6,1997,1,2,41.3
3.5,283,2802,8,1991,3,1,30.2
1.3,125,2493,4,1984,2,2,44.2
1.7,163,2473,4,1980,1,1,40.8
4.8,475,3908,12,1977,1,1,9
1.4,183,2973,4,1975,3,0,38.3
3.6,331,3417,8,1981,3,0,23.6
1.7,170,3047,4,1978,1,0,37.6
4.4,344,3426,10,1983,3,0,20
1.5,143,2842,4,1998,3,0,44.8
2.3,220,2749,6,1994,1,2,37
4,361,3187,10,2013,0,1,26.3
4.2,380,3305,10,1996,1,0,19.8
5.1,408,3200,12,2017,1,1,20.6
3.6,282,3425,8,2005,2,1,29.3
4.7,436,3587,12,1974,2,1,10.3
1.5,163,2092,4,2024,3,2,51.6
1.3,118,2615,3,1975,3,1,42.2
4.6,457,3151,12,1983,3,0,14.1
2,118,2476,4,2021,0,1,52.9
2,116,2512,4,1978,1,0,42.5
2.4,246,2943,6,2018,2,1,38.5
2.5,198,2856,6,2001,3,0,37.6
1.7,116,2286,4,2020,2,2,52.4
1.5,166,2993,4,2011,0,0,46
2,163,2874,4,2000,3,0,43.5
1.4,153,2742,4,1986,1,0,42
3.5,271,3242,8,1980,2,0,24.7
2,120,2793,4,1992,0,1,42.8
4.1,347,3452,10,2014,1,1,26.7
1.1,135,2109,3,1973,2,1,46.4
2,131,2817,4,2005,0,2,46.5
1.5,150,2846,4,2016,3,0,46.5
4.9,480,3617,12,1973,3,1,9.4
2.4,183,2872,6,2000,0,0,38.3
1.6,164,2282,3,1976,3,0,42.9
2.1,208,2327,6,1979,1,2,36.9
3.9,359,2999,10,1988,3,2,21.4
4.4,338,2982,10,1971,1,0,21.2
2.5,191,2355,6,2001,0,0,41.9
3.6,309,3043,8,2021,2,0,32.3
1.7,130,2158,4,2000,2,2,47.5
3.6,310,3229,8,1983,1,0,25.3
2.7,246,2935,6,2009,1,0,38
3.6,313,2862,8,1978,3,1,24.9
2.4,215,2693,6,1972,1,2,35.8
5,445,3173,12,1983,1,0,13.2
2.3,180,2428,6,1972,0,1,36.7
2,123,2955,4,1970,0,2,39.9
1.6,83,2947,3,1981,0,1,44.3
2.6,227,2761,6,1990,3,2,37.5
1.5,186,2797,4,1974,1,1,39.2
3.3,265,2898,8,2020,0,0,35.3
4.4,388,3074,10,1986,2,1,21.5
4.4,409,3493,10,2022,0,2,22.6
3.1,304,3278,8,2007,0,1,31.7
1.4,197,2216,4,1974,2,0,42.5
1.4,185,2557,4,2009,1,0,47.7
2.9,216,2833,6,2024,0,2,44
4.1,383,3296,10,2002,2,0,21.8
2.6,218,2515,6,2004,1,0,41
1.8,120,2304,4,2021,2,0,50.3
2.8,265,2627,6,1995,3,1,36.4
1.1,130,2798,3,1987,0,1,46.3
1,101,2394,3,1997,3,2,51.2
2,162,2861,4,1995,2,0,41.9
1.5,135,2798,3,1970,0,0,40.7
4,406,3502,10,1998,1,2,21.1
1.4,119,2624,4,1995,3,2,44.3
2.3,216,2504,6,2022,3,0,44.6
4.8,475,3704,12,2010,3,0,12.8
1.4,158,2022,3,1986,0,0,47.7
1.7,127,3095,4,1972,0,2,39.2
1.6,114,2489,3,2000,3,0,48.3
1.7,135,2185,4,2007,0,2,51.4
1.6,191,2796,4,2005,3,2,43.5
2,199,2377,4,2013,0,0,48.1
1.5,136,2350,4,1980,2,0,43.9
2.1,169,3195,4,2001,1,0,39.1
2.2,224,3055,6,2015,3,1,39.1
2.9,227,3212,6,1998,0,1,35
1.7,149,2396,4,1983,1,1,43.1
1.8,120,3023,4,1988,1,1,40.8
4.6,429,3688,12,2001,3,1,13.8
1.5,143,2441,4,2002,0,0,47.4
1.4,152,3004,3,1990,3,2,41.5
2.1,199,2394,4,2006,0,2,47.1
2.7,233,3188,6,1993,0,2,32.8
3.1,271,2974,8,1976,1,2,29.7
1.4,124,2889,4,2023,0,2,49.9
1.4,160,2610,3,2002,1,1,48.2
2.1,250,2406,6,2024,0,1,43.4
1.4,121,2484,4,1977,1,0,44.7
1.8,173,3131,4,1983,3,2,38.3
3.2,276,2947,8,1985,2,0,29.8
2.8,193,3208,6,1974,0,2,32
3.1,331,3380,8,1989,0,0,26.1
3.6,316,3558,8,2023,1,0,29.6
1.5,175,2059,4,1972,0,0,41.3
2.4,247,3013,6,1988,0,2,34
5.1,402,3821,12,1970,3,2,10.7
4.3,343,3042,10,2005,1,1,27
5.2,403,3826,12,1978,0,0,11.3
2.6,188,2389,6,1996,2,1,39.3
3.4,285,2924,8,2002,0,2,33.4
3.1,289,2587,8,2014,1,2,35.2
1.3,127,2069,3,2001,2,1,50.6
2.8,257,3011,6,2003,2,1,35
2,182,2270,4,2012,2,0,47.5
1.4,151,2590,4,1999,2,0,46.3
2,176,2817,4,1986,0,0,41.6
2.5,244,2841,6,1980,3,2,33.5
2.3,205,3179,6,2015,3,1,40.1
2.3,243,3066,6,2014,1,0,37.2
3.7,308,3539,8,2018,3,2,29.9
1.9,114,2452,4,1993,1,1,45.1
1.8,131,2535,4,1978,2,1,43
2.5,265,3218,6,1984,2,1,32
1.7,116,2934,3,1994,1,1,43.7
5.2,434,3512,12,1987,3,2,12.9
3.2,266,2884,8,2015,2,0,35.7
1.3,112,2809,4,1978,2,0,42.4
2.7,193,3279,6,2023,2,1,38.8
1.7,90,2232,3,2017,0,1,55
1.8,159,2520,4,1978,2,0,41
2.5,263,2551,6,2020,3,1,40.2
2,114,2315,4,1990,2,1,45.3
1.6,89,2838,3,1978,3,1,43.7
3.2,258,2919,8,1992,2,2,31
1.5,125,2894,3,2000,0,2,45.6
1.5,135,2431,3,1990,1,1,47.6
1.9,166,2813,4,1982,3,1,39.4
2.3,191,2730,6,1973,2,2,34
2.3,233,2740,6,1971,2,0,33.9
4.8,465,3452,12,2017,3,2,16.4
2.1,230,3219,6,2008,2,0,37.5
4.2,385,3021,10,2016,3,1,27.2
3.3,289,2892,8,1999,2,1,30.8
1.4,172,2797,4,1970,1,1,37.4
4.3,327,3829,10,1991,1,0,19.5
1.7,135,2311,4,2001,2,1,48.8
3.8,352,3226,10,1975,3,0,18.5
3.9,377,3764,10,1985,3,1,16.4
2.7,257,2606,6,2017,0,1,41.4
2.7,191,3300,6,2020,0,2,41.9
1.3,184,2189,4,1992,0,1,45.4
4.7,464,3315,12,1993,0,2,15
1,90,2517,3,1983,1,0,46.7
3.4,262,2881,8,1997,1,0,33.3
5.1,465,3596,12,1992,3,0,10.6
2.7,235,2506,6,2009,3,2,40.6
1.7,141,2521,3,1981,1,0,41.9
3.7,376,3564,10,2008,2,0,23.5
1.8,200,2984,4,1983,0,0,36.9
3.6,270,3203,8,1994,2,1,27.9
4.3,403,3864,10,1996,1,1,19
2.9,270,3361,8,1972,3,0,26
4.5,322,3530,10,1987,1,1,20.4
3.9,337,3078,10,1997,2,0,23.6
3.3,257,2922,8,1995,2,2,31.6
1.5,149,2410,4,2015,2,0,49
5.2,433,4157,12,1988,0,2,11.1
1.4,147,2930,4,1995,2,2,44.5
4.8,454,3496,12,1979,0,2,11.5
1.4,123,2801,3,1984,0,1,45.6
5,424,3804,12,1979,3,1,9.3
1.9,171,2414,4,1990,2,2,44.4
4,323,2996,10,2013,1,0,28.8
2.2,227,2538,6,1978,1,0,36.8
4.6,464,3218,12,1985,3,0,12.6
2.2,195,2268,6,1975,3,2,37.3
4.7,394,3068,12,2003,3,0,18.2
1.9,161,2434,4,1981,0,1,40.9
2.4,262,2898,6,2010,3,2,35.9
1.3,104,2636,3,2007,3,0,50.2
4.3,364,3486,10,2011,2,1,23.5
1.5,171,2491,4,1986,1,2,44.8
1.4,120,2450,4,1974,3,0,41.5
2.4,198,2767,6,2020,0,0,44.9
3.7,296,2926,8,1982,1,2,28
1.8,137,2180,4,2020,0,0,53.5
